spt_id,mjd,ts,ra,dec,95_flux,95_flux_err,150_flux,150_flux_err,220_flux,220_flux_err,spectral_index_95_150,spectral_index_95_150_err,spectral_index_150_220,spectral_index_150_220_err,dr3_source_id,p-value,source_ra,source_dec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,parallax,parallax_err,binary,2rxs_id,2rxs_ref,2rxs_flux
SPT-SV J204421.3-535105,58961.91,1204.614226,311.089145,-53.851429,150.393449,7.608893,209.684435,7.481787,177.521073,27.377023,0.727625,0.135542,-0.434772,0.413304,6471134835842209792,0.00021,311.087248,-53.850918,10.082267,10.651243,9.357035,2.764819,0.017666,True,2RXS J204420.2-535112,Freund,0.0
SPT-SV J204420.3-535112,58966.06,48.178085,311.084824,-53.853553,37.04674,7.897034,35.691535,8.771831,12.97378,33.699964,-0.08159,0.712262,-2.642307,6.812526,6471134835842209792,0.000285,311.087248,-53.850918,10.082267,10.651243,9.357035,2.764819,0.017666,True,2RXS J204420.2-535112,Freund,0.0
SPT-SV J023859.9-581110,58982.09,73.296518,39.749883,-58.186122,42.004771,6.859248,46.632161,7.009044,19.6332,25.309825,0.228802,0.485903,-2.25871,3.388754,4726387007013852672,0.000265,39.754735,-58.187066,8.950688,9.735241,7.820233,59.37,1.22,True,2RXS J023901.2-581112,DR3/2RXS Proximity,
SPT-SV J233653.0-574257,58997.58,113.028249,354.221222,-57.716084,45.106853,8.213981,74.569747,9.098415,128.552022,31.574635,1.100583,0.479898,1.421958,0.716081,6495448989302214784,0.002362,354.219594,-57.713803,11.303312,11.881244,10.566803,3.468245,0.01697,True,,,
SPT-SV J212043.7-543755,59003.11,156.156242,320.182369,-54.631967,87.777455,8.321534,124.119089,15.786528,149.575336,54.524629,0.758468,0.347302,0.487108,1.008065,6463546350186454144,0.000402,320.183645,-54.633106,10.334653,10.930648,9.583086,4.996734,0.014739,True,2RXS J212043.2-543801,Freund,0.0
SPT-SV J212043.7-543755,59005.5,133.410907,320.182428,-54.63211,51.025496,7.519878,46.619628,8.008337,29.904273,26.873286,-0.197706,0.495526,-1.159345,2.38886,6463546350186454144,0.000365,320.183645,-54.633106,10.334653,10.930648,9.583086,4.996734,0.014739,True,2RXS J212043.2-543801,Freund,0.0
SPT-SV J215425.3-495647,59017.39,9466.776747,328.605724,-49.946619,544.237466,7.890747,559.397481,8.145824,653.267618,29.940672,0.060151,0.044989,0.405038,0.125563,6559052816392332288,0.020965,328.601605,-49.944783,10.366532,11.045015,9.565741,5.11379,0.013262,True,2RXS J215424.6-495644,Freund,0.0
SPT-SV J215424.1-495634,59024.26,18499.709612,328.600649,-49.942834,642.94399,7.745658,661.272828,8.547836,621.073464,32.107883,0.06154,0.038685,-0.163756,0.139138,6559052816392332288,0.001087,328.601605,-49.944783,10.366532,11.045015,9.565741,5.11379,0.013262,True,2RXS J215424.6-495644,Freund,0.0
SPT-SV J023423.0-434759,59040.35,157.241906,38.595897,-43.79973,66.934454,7.973541,81.90234,8.409325,37.823981,29.517932,0.441839,0.344311,-2.017232,2.055206,4946938113149426944,0.00016,38.59438,-43.797657,8.196382,9.175138,7.196229,86.612383,0.035498,True,2RXS J023422.8-434741,Freund,0.0
SPT-SV J023652.1-520302,59065.99,891.899261,39.217404,-52.050702,179.993425,7.528811,142.908783,7.908552,115.1717,27.88017,-0.505111,0.151873,-0.563412,0.648368,4745195905754074496,0.00114,39.216167,-52.051002,11.075974,12.322169,9.962072,25.74719,0.019815,False,2RXS J023651.8-520300,Freund,0.0
SPT-SV J232857.8-680230,59067.63,69.82968,352.241137,-68.041907,33.132387,6.050987,44.396645,6.479653,32.330075,23.268482,0.640717,0.511834,-0.828126,1.917442,6388014157668558080,0.00115,352.24103,-68.043088,11.975413,13.298294,10.835975,21.814973,0.016096,True,2RXS J232857.7-680225,Freund,0.0
SPT-SV J220610.2-460354,59068.28,65.720511,331.542835,-46.065046,47.818806,8.045753,50.842904,8.377214,35.099683,31.004937,0.134254,0.515578,-0.967509,2.346196,6567445491726233216,0.001032,331.540648,-46.06398,11.1806,11.394999,10.820612,2.686802,0.032307,False,,,
SPT-SV J212045.0-543746,59096.39,433.870284,320.187887,-54.629642,118.97641,7.658534,105.411859,7.53311,44.872384,27.810275,-0.26502,0.210571,-2.229947,1.628937,6463546350186454144,0.051335,320.183645,-54.633106,10.334653,10.930648,9.583086,4.996734,0.014739,True,2RXS J212043.2-543801,Freund,0.0
SPT-SV J023422.3-434752,59109.2,1420.922774,38.593052,-43.798006,160.974208,8.381,294.834554,9.051603,436.427618,33.967356,1.324924,0.132328,1.024063,0.218455,4946938113149426944,8.7e-05,38.59438,-43.797657,8.196382,9.175138,7.196229,86.612383,0.035498,True,2RXS J023422.8-434741,Freund,0.0
SPT-SV J025532.4-570257,59110.27,1233.665708,43.88514,-57.049441,162.083004,7.14812,206.96306,7.665012,193.137992,26.570921,0.535145,0.126084,-0.180514,0.371999,4727920241619206912,0.02572,43.883166,-57.047891,14.370894,16.325182,13.060138,21.889704,0.021013,False,,,
SPT-SV J011356.5-462620,59118.44,86.821518,18.485747,-46.439031,52.891255,8.155595,37.374691,8.4811,83.598665,30.557385,-0.760236,0.600652,2.101958,1.12335,4933323685296675584,0.000707,18.484131,-46.441664,9.428692,9.549376,9.186179,2.806986,0.017455,True,,,
SPT-SV J204237.5-542520,59120.33,127.716053,310.656433,-54.422473,49.537568,7.59923,62.26817,7.427468,37.308649,27.051474,0.500744,0.425436,-1.33743,1.918625,6470742481994348416,0.015775,310.653148,-54.424412,13.892055,15.693595,12.615715,21.960068,0.023556,False,,,
SPT-SV J014432.2-460435,59131.78,48.975169,26.134435,-46.076393,45.598152,8.29485,36.632626,8.695313,44.396346,30.140886,-0.479308,0.654735,0.501885,1.877854,4954453580066220800,0.020155,26.133623,-46.075694,15.635771,18.198709,14.208293,25.949235,0.045132,False,,,
SPT-SV J010336.2-551614,59149.76,505.202205,15.901059,-55.27078,128.036357,7.325824,93.692259,7.768595,119.335037,28.52978,-0.683728,0.220557,0.631656,0.660701,4914632365579875200,0.0255,15.899299,-55.26584,13.946985,15.689866,12.248119,21.18,,False,,,
SPT-SV J002733.2-615712,59150.31,405.658908,6.888342,-61.953543,105.396464,6.756002,85.579054,7.16788,34.699169,24.350389,-0.456015,0.230913,-2.357032,1.845306,4901934140151066624,0.007547,6.88961,-61.954949,13.407952,15.148854,12.148282,23.050534,0.016777,False,,,
SPT-SV J023422.2-434748,59158.65,2913.27758,38.592599,-43.796679,271.103838,8.238175,379.282721,8.840722,495.499599,35.105337,0.735137,0.083847,0.697885,0.194741,4946938113149426944,0.000157,38.59438,-43.797657,8.196382,9.175138,7.196229,86.612383,0.035498,True,2RXS J023422.8-434741,Freund,0.0
SPT-SV J002127.9-635110,59167.07,1248.787332,5.366405,-63.85286,142.60104,7.031675,227.370314,7.812429,272.139028,27.075997,1.021392,0.131581,0.469286,0.274834,4900780511935295872,0.009265,5.3664,-63.852519,14.73304,17.099085,13.331531,23.179935,0.077073,False,,,
SPT-SV J212756.4-670242,59175.55,76.315763,321.985358,-67.045203,45.798034,6.366299,34.200456,8.021832,53.074976,23.246924,-0.639292,0.596926,1.147456,1.297287,6400464275724294784,0.001402,321.98527,-67.044189,12.27307,13.031966,11.413509,9.705957,0.011653,False,,,
SPT-SV J212044.8-543749,59308.02,62.555244,320.186722,-54.630327,40.845654,7.273813,36.729615,7.330172,29.053541,27.358967,-0.232545,0.585588,-0.612135,2.51334,6463546350186454144,0.001037,320.183645,-54.633106,10.334653,10.930648,9.583086,4.996734,0.014739,True,2RXS J212043.2-543801,Freund,0.0
SPT-SV J003026.3-623558,59338.65,83.007514,7.609718,-62.599676,41.909331,6.784674,59.084716,7.974617,85.783785,29.83709,0.751959,0.461452,0.973539,0.974136,4900997562402605952,0.00082,7.60795,-62.600676,11.137829,12.400881,10.000146,22.344044,0.240707,True,2RXS J003031.4-623547,Freund,0.0
SPT-SV J215751.6-681249,59338.88,177.80861,329.465363,-68.213812,57.486556,5.538603,53.453998,6.341354,45.534324,23.354387,-0.15923,0.334591,-0.41869,1.374538,6396977135940047616,4.7e-05,329.464963,-68.214308,8.648153,9.05232,8.056895,19.057937,0.127631,True,2RXS J215753.2-681238,Freund,0.0
SPT-SV J005142.5-645723,59345.82,770.940025,12.927117,-64.95654,83.590596,5.857647,158.629121,6.608118,215.541813,24.637061,1.402575,0.178481,0.800502,0.31765,4708842443566593536,0.003537,12.928508,-64.954608,11.484346,11.941191,10.850668,2.349151,0.01391,True,,,
SPT-SV J210121.5-493320,59346.44,92.537473,315.33991,-49.555681,43.063821,7.583926,29.387385,7.72608,5.640103,28.450446,-0.836586,0.692792,-4.309913,13.188674,6478107251392112640,0.002502,315.338057,-49.552103,10.613663,11.310298,9.809847,4.379431,0.021967,True,2RXS J210121.1-493324,Freund,0.0
SPT-SV J210838.1-424502,59348.69,1647.007674,317.158827,-42.750806,191.381348,7.757406,262.358847,8.337551,300.901676,31.730581,0.690617,0.112765,0.357893,0.287568,6580179279486143744,0.01323,317.159644,-42.748814,13.518704,15.313854,12.076041,,,True,,,
SPT-SV J215424.0-495645,59353.05,1138.917337,328.600335,-49.945965,223.006479,8.891678,172.579927,10.625899,78.533882,37.376046,-0.561217,0.160596,-2.055734,1.252999,6559052816392332288,0.000507,328.601605,-49.944783,10.366532,11.045015,9.565741,5.11379,0.013262,True,2RXS J215424.6-495644,Freund,0.0
SPT-SV J030826.4-592218,59361.0,47.40614,47.110097,-59.371831,30.95295,6.483937,41.574933,7.135448,24.722801,25.039279,0.645919,0.592892,-1.357133,2.682143,4723685987981062656,0.00032,47.108692,-59.373644,9.026817,9.097452,8.857716,3.312833,0.023505,False,,,
SPT-SV J024147.4-525946,59373.1,276.472232,40.447794,-52.996282,75.920095,7.070803,98.026389,7.399831,154.03491,27.313911,0.559498,0.26247,1.180031,0.503201,4742040410461492096,0.001362,40.445863,-52.997951,9.750537,10.580706,8.840505,22.937051,0.04588,True,2RXS J024147.3-525944,Freund,0.0
SPT-SV J021008.1-543030,59379.72,70.490283,32.533867,-54.508438,48.693383,7.2193,36.248939,7.979571,29.971317,33.48996,-0.646147,0.581061,-0.496536,2.973631,4743636248509810944,0.00066,32.533261,-54.511077,9.731695,10.317272,8.997075,4.834732,0.03874,False,2RXS J021008.2-543037,Freund,0.0
SPT-SV J210121.1-493254,59382.16,161.974195,315.338029,-49.548424,64.175367,7.566251,54.69117,8.167775,55.310083,30.419501,-0.350113,0.416573,0.029382,1.488012,6478107251392112640,0.004215,315.338057,-49.552103,10.613663,11.310298,9.809847,4.379431,0.021967,True,2RXS J210121.1-493324,Freund,0.0
SPT-SV J215751.4-681245,59393.69,61.741911,329.464363,-68.212548,28.20563,5.538478,37.437083,5.871281,62.197278,20.634995,0.61989,0.550189,1.325482,0.958159,6396977135940047616,6.7e-05,329.464963,-68.214308,8.648153,9.05232,8.056895,19.057937,0.127631,True,2RXS J215753.2-681238,Freund,0.0
SPT-SV J213544.8-421833,59408.63,49.9785,323.936754,-42.309262,44.379416,7.841676,38.238639,8.202295,10.128837,30.640774,-0.326057,0.608436,-3.468634,7.918433,6577998398172195840,0.022657,323.940164,-42.309798,15.255203,17.489925,13.871408,20.524045,0.039617,False,,,
SPT-SV J024147.1-525953,59413.11,68.952969,40.446429,-52.998075,31.478278,7.002956,53.463522,7.337033,15.217506,27.505349,1.159698,0.572277,-3.280884,4.73295,4742040410461492096,0.000485,40.445863,-52.997951,9.750537,10.580706,8.840505,22.937051,0.04588,True,2RXS J024147.3-525944,Freund,0.0
SPT-SV J012218.8-564407,59428.56,87.374759,20.578592,-56.735313,53.774211,7.358784,50.193424,7.86776,8.631028,28.381421,-0.150867,0.455557,-4.596752,8.595566,4910693055937045888,0.000537,20.579004,-56.73159,8.638605,9.039242,8.0658,8.849325,0.013391,True,2RXS J012221.2-564406,Freund,0.0
SPT-SV J212438.0-640016,59430.21,4370.209953,321.158419,-64.004637,336.404498,7.745501,406.03644,8.133488,373.383029,28.170429,0.411878,0.066815,-0.218903,0.203817,6403279953204895360,0.000625,321.15638,-64.003474,10.408931,10.89591,9.747874,4.360055,0.014546,False,2RXS J212440.5-640008,Freund,0.0
